"gsid","Owner","PSAL_Catalog","Type_2D_3D","Processed","Process_date","Site_ID","Local_ID","Age_Period_ID","Weight","Material_ID","PPTP","Archie_ID","Proprietary","Experimental","Notes","Flag","Biface"
3629,,12471,"3D","not yet scanned",,268,"PAIC-44_Locus_C_Pozo_001_Capa_C",,60.57000,40,,,,0,"L: 60.51  W: 33.6  Thk: 22.29  PAIC-44_Locus_C_Pozo_001_Capa_C steurt",0,1
3630,,12472,"3D","not yet scanned",,268,"PAIC-44_Locus_C_Pozo_001_Capa_C",,91.51000,40,,,,0,"L: 56.19  W: 72.6  Thk: 32.38  PAIC-44_Locus_C_Pozo_001_Capa_C cobble biface",0,1
3631,,12473,"3D","not yet scanned",,268,"PAIC-44_Locus_C_Pozo_001_Capa_C",,106.89000,40,,,,0,"L: 66.26  W: 45.67  Thk: 38.51  PAIC-44_Locus_C_Pozo_001_Capa_C cobble core",0,0
3632,,12474,"3D","not yet scanned",,268,"PAIC-49_Pozo_3_Capa_A2_12.5cmbd",,352.59000,40,,,,0,"L: 90.25  W: 69.46  Thk: 36.6  PAIC-49_Pozo_3_Capa_A2_12.5cmbd hammerstone/mano",0,0
3633,,12475,"3D","not yet scanned",,268,"PAIC-44_Unit_4_wall_collapse",,28.00000,99,,,,0,"L: 38.17  W: 45.23  Thk: 10.79  PAIC-44_Unit_4_wall_collapse pismo clam steurt--DAVID SYSTEM",0,1
3634,,12476,"3D","not yet scanned",,268,"PAIC-49_Pozo_1_Capa_A",,5.08000,40,,,,0,"L: 27.99  W: 24.17  Thk: 7.34  PAIC-49_Pozo_1_Capa_A stemmed point base with haft saddle and collar",0,1
3635,,12477,"3D","not yet scanned",,268,"PAIC-49_Pozo_3_Capa_A2",,266.72000,40,,,,0,"L: 91.34  W: 44.18  Thk: 42.2  PAIC-49_Pozo_3_Capa_A2 hammerstone 33 cm bd",0,1
3636,,12478,"3D","not yet scanned",,268,"PAIC-44_Unit_A4_Level_A1",,31.49000,40,,,,0,"L: 38.54  W: 54.72  Thk: 20.69  PAIC-44_Unit_A4_Level_A1 biface fragment",0,1
3637,,12479,"3D","not yet scanned",,268,"PAIC-44_Unit_A4_Level_A1",,41.32000,40,,,,0,"L: 79.6  W: 42.65  Thk: 14.44  PAIC-44_Unit_A4_Level_A1 cobble spall flake",0,0
3638,,12480,"3D","not yet scanned",,268,"PAIC-44_Unit_4_Layer_A2",,1.50000,40,,,,0,"L: 29.75  W: 19.9  Thk: 4.41  PAIC-44_Unit_4_Layer_A2 PPT blade tip fragment",0,1
3639,,12481,"3D","not yet scanned",,268,"PAIC-44_Unit_5_Layer_A3",,48.76000,99,,,,0,"L: 70.85  W: 43  Thk: 10.96  PAIC-44_Unit_5_Layer_A3 pismo clam uniface",0,1
3640,,12482,"3D","not yet scanned",,268,"PAIC-44_Unit_5_Layer_A3",,22.86000,99,,,,0,"L: 54.94  W: 41.46  Thk: 9.16  PAIC-44_Unit_5_Layer_A3 pismo clam uniface",0,1
3641,,12483,"3D","not yet scanned",,268,"PAIC-44_locus_C_surface",,203.09000,2,,,,0,"L: 162.8  W: 59.17  Thk: 22.57  PAIC-44_locus_C_surface cat # 487-1201 biface",0,1
3642,,12484,"3D","not yet scanned",,268,"PAIC-44_locus_C_surface",,56.55000,2,,,,0,"L: 89.13  W: 40.12  Thk: 12.36  PAIC-44_locus_C_surface cat # 487-1203 biface-NOT SCANNED",0,1
3643,,12485,"3D","not yet scanned",,268,"PAIC-44_locus_C_surface",,64.28000,2,,,,0,"L: 75.17  W: 55.56  Thk: 15.23  PAIC-44_locus_C_surface cat # 487-1205 biface-NOT SCANNED",0,1
3644,,12486,"3D","not yet scanned",,268,"PAIC-44_locus_C_surface",,84.02000,2,,,,0,"L: 96.85  W: 48.16  Thk: 48.49  PAIC-44_locus_C_surface cat # 487-1202 biface--DAVID SYSTEM",0,1
3645,,12487,"3D","not yet scanned",,268,"PAIC-44_locus_C_surface",,54.24000,2,,,,0,"L: 86.73  W: 39.78  Thk: 14.69  PAIC-44_locus_C_surface cat # 487-1204 biface--DAVID SYSTEM",0,1
3646,,12488,"3D","not yet scanned",,268,"PAIC-49_west-gully_slope_surface",,44.40000,40,,,,0,"L: 62.66  W: 40.13  Thk: 19.05  PAIC-49_west-gully_slope StEURT",0,1
3647,,12489,"3D","not yet scanned",,268,"PAIC-49_south_locus_surface",,45.95000,40,,,,0,"L: 52.24  W: 47.79  Thk: 15.04  PAIC-49_south_locus_surface StEURT made on exhausted centripetal core",0,0
3648,,12490,"3D","not yet scanned",,268,"PAIC-49_SE_locus_surface",,48.13000,40,,,,0,"L: 35.04  W: 34.13  Thk: 29.62  PAIC-49_SE_locus_surface StEURT",0,1
3649,,12491,"3D","not yet scanned",,268,"PAIC-44_Unit_5_Layer_A2",,66.56000,40,,,,0,"L: 48.43  W: 46.82  Thk: 25.39  PAIC-44_Unit_5_Layer_A2 24 cmbd StEURT",0,1
3650,,12492,"3D","not yet scanned",,268,"PAIC-44_Unit_5_Layer_A2",,62.71000,40,,,,0,"L: 61.42  W: 39.78  Thk: 20.7  PAIC-44_Unit_5_Layer_A2 21 cmbd StEURT",0,1
3651,,12493,"3D","not yet scanned",,268,"PAIC-44_Locus_A_surface",,9.86000,2,,,,0,"L: 42.86  W: 26.37  Thk: 6.83  PAIC-44_Locus_A_surface FLUTED POINT fragment--DAVID SYSTEM",0,1
3652,,12494,"3D","not yet scanned",,268,"PAIC-44_Arroyo_South_of_Unit_4_Surface",,9.09000,40,,,,0,"L: 53.07  W: 25.39  Thk: 7.19  PAIC-44_Arroyo_South_of_Unit_4_Surface complete stemmed point with haft saddle and collar",0,1
3653,,12495,"3D","not yet scanned",,268,"PAIC-49_surface_#004",,4.98000,40,,,,0,"L: 41.2  W: 21.39  Thk: 7.45  PAIC-49_surface_#004 quartzite complete stemmed point",0,1
3654,,12496,"3D","not yet scanned",,268,"PAIC-49_SE_Locus_surface",,22.53000,40,,,,0,"L: 53.48  W: 33.9  Thk: 11.69  PAIC-49_SE_Locus_surface quartzite foliate projectile point",0,1
3655,,12497,"3D","not yet scanned",,268,"PAIC-44A_surface",,12.54000,2,,,,0,"PAIC-44A_surface red CCS serrated PPT--DAVID SYSTEM",0,1
3656,,12498,"3D","not yet scanned",,268,"PAIC-44_Locus_A_surface",,25.25000,40,,,,0,"L: 83.71  W: 28.46  Thk: 11.98  PAIC-44_Locus_A_surface larger quartzite foliate point with haft saddle",0,1
3657,,12499,"3D","not yet scanned",,268,"PAIC-44-7_bag_1_surface",,6.44000,40,,,,0,"L: 41.69  W: 16.02  Thk: 9.46  PAIC-44-7_bag_1_surface quartzite foliate projectile point",0,1
3658,,12500,"3D","not yet scanned",,268,"PAIC-49-002_surface",,3.52000,40,,,,0,"L: 29.74  W: 22.3  Thk: 5.81  PAIC-49-002_surface quartzite foliate projectile point",0,1
3659,,12501,"3D","not yet scanned",,268,"PAIC-44_Locus_A_surface",,9.58000,40,,,,0,"L: 39.72  W: 29.87  Thk: 8.68  PAIC-44_Locus_A_surface quartzite stemmed point base",0,1
3660,,12502,"3D","not yet scanned",,268,"PAIC-44_Locus_A_surface",,9.42000,40,,,,0,"L: 43.13  W: 25.89  Thk: 8.32  PAIC-44_Locus_A_surface quartzite stemmed point tip missing",0,1
3661,,12503,"3D","not yet scanned",,268,"PAIC-44_Locus_A_surface",,10.00000,40,,,,0,"L: 46.38  W: 27.3  Thk: 8.81  PAIC-44_Locus_A_surface quartzite foliate point complete",0,1
3662,,12504,"3D","not yet scanned",,268,"PAIC-44_Locus_A_next-to-datum_surface",,28.40000,2,,,,0,"L: 54.38  W: 39.66  Thk: 13.18  PAIC-44_Locus_A_next-to-datum_surface ccs stemmed point base",0,1
3663,,12505,"3D","not yet scanned",,268,"PAIC-44-17_surface",,10.24000,2,,,,0,"L: 52.2  W: 24.79  Thk: 8.19  PAIC-44-17_surface foliate point with broken base",0,1
3664,,12506,"3D","not yet scanned",,268,"PAIC-49_SE_Locus_surface",,11.04000,40,,,,0,"L: 38.27  W: 32.23  Thk: 8.66  PAIC-49_SE_Locus_surface quartzite foliate point base",0,1
3665,,12507,"3D","not yet scanned",,268,"PAIC-44-30_surface",,115.54000,3,,,,0,"L: 78.35  W: 36.19  Thk: 25  PAIC-44-30_surface pecked groundstone ring fragment--DAVID SYSTEM",0,1
3666,,12508,"3D","not yet scanned",,268,"PAIC-49_surface_PPT_03",,22.00000,40,,,,0,"L: 63.33  W: 31.93  Thk: 11.47  PAIC-49_surface_PPT_03 stemmed quartzite point",0,1
3667,,12509,"3D","not yet scanned",,268,"PAIC-49_north_finger_north_slope_downwash_surface",,4.93000,40,,,,0,"L: 33.21  W: 22.71  Thk: 8.06  PAIC-49_north_finger_north_slope_downwash_surface bifacial crescent fragment?",0,1
3668,,12510,"3D","not yet scanned",,268,"PAIC-44-4_surface",,26.55000,40,,,,0,"L: 48.53  W: 55.02  Thk: 12.23  PAIC-44-4_surface quartzite biface fragment",0,1
3669,,12511,"3D","not yet scanned",,268,"PAIC-44-34_surface",,7.67000,40,,,,0,"L: 44.39  W: 24.04  Thk: 7.95  PAIC-44-34_surface stemmed point basal fragment",0,1
3670,,12512,"3D","not yet scanned",,268,"PAIC-49_west_ridge_near_unit_3_surface",,225.94000,40,,,,0,"L: 86.19  W: 81.15  Thk: 23.72  PAIC-49_west_ridge_near_unit_3_surface StEURT--DAVID SYSTEM",0,1
3671,,12513,"3D","not yet scanned",,268,"PAIC-44_Locus_B_surface",,8.42000,40,,,,0,"L: 44.83  W: 34.75  Thk: 8.02  PAIC-44_Locus_B_surface resharpened serrated foliate point",0,1
3672,,12514,"3D","not yet scanned",,268,"PAIC-44_Locus_F_surface",,28.71000,40,,,,0,"L: 87.77  W: 37.54  Thk: 10  PAIC-44_Locus_F_surface complete serrated foliate point",0,1
3673,,12515,"3D","not yet scanned",,268,"PAIC-49_surface_005",,23.67000,40,,,,0,"L: 57  W: 25.42  Thk: 11.99  PAIC-49_surface_005 StEURT with beaked tip",0,1
3674,,12516,"3D","not yet scanned",,268,"PAIC-44_bag_6_surface",,7.64000,2,,,,0,"L: 49.6  W: 21.88  Thk: 8.81  PAIC-44_bag_6_surface single shouldered stemmed point",0,1
3675,,12517,"3D","not yet scanned",,268,"PAIC-44_locus_B_surface",,43.81000,40,,,,0,"L: 58.98  W: 30.89  Thk: 22.46  PAIC-44_locus_B_surface StEURT",0,1
3676,,12518,"3D","not yet scanned",,268,"PAIC-44_Locus_B_surface",,11.15000,40,,,,0,"L: 29.34  W: 34.77  Thk: 9.26  PAIC-44_Locus_B_surface quartzite serrated foliate biface base fragment",0,1
3677,,12519,"3D","not yet scanned",,268,"PAIC-32_Locus_C_surface",,6.28000,99,,,,0,"L: 43  W: 31.88  Thk: 5.17  PAIC-32_Locus_C_surface abalone shell fish hook blank",0,0
3681,"Davis",12147,"3D","not yet scanned",,1,"Unknown",,,,,,,0,"null",0,1
3682,"Davis",12148,"3D","not yet scanned",,254,"1693T7X7897",5,,,,,,0,"biface  (repaired, but problem model) similar to Chindadn",0,1
3683,"Nyers",12533,"3D","not yet scanned",,272,"Nwrosl BO-18-88_2",,10.70000,1,,,"Yes",0,"Infinity Cave job, restricted use contact alex nyers/nwrosl for usage",0,1
3684,"Nyers",12534,"3D","not yet scanned",,272,"Nwrosl BO-18-88_1",,20.30000,1,,,"Yes",0,"Infinity Cave job, restricted use contact alex nyers/nwrosl for usage",0,1
3686,"Hanvey",12535,"3D","Processed",6/21/2021 9:17:42,259,"294-1",,16.00000,20,,,,0,"Ft Payne Chert",0,1
3687,"Hanvey",20020,"2.5D","Processed",6/21/2021 9:21:59,259,"Unknown",,,,,,"Yes",0,"Hanvey test file, but ay be valid",0,1
3688,"Dennis",20300,"3D","Processed",6/21/2021 9:23:24,1,"1351b",,,,,,"Rel",0,"Trial ppt for Kayden Dennis U of Arkansas",0,1
3689,"Davis",1659,"3D","Failed",6/21/2021 1:28:04,273,"1960-1-554",4,30.00000,40,,,"No",0,"Core with overhangs (see ply)",0,0
3690,"Davis",1660,"3D","Failed",6/21/2021 1:28:27,273,"1960-1-684",4,39.40000,40,,,"No",0,"Core with overhangs (see ply)",0,0
3691,"Davis",1661,"3D","Failed",6/21/2021 1:28:51,273,"1960-1-699",4,61.17000,40,,,"No",0,"Core with overhangs (see ply)",0,0
3692,"Davis",1662,"3D","Failed",6/21/2021 1:29:14,273,"1960-1-893",4,31.12000,40,,,"No",0,"Core with overhangs (see ply)",0,0
3693,"Davis",1663,"3D","Processed",6/21/2021 1:30:39,273,"1960-1-970",4,7.58000,40,,,"No",0,"Crescent",0,1
3694,"Davis",1664,"3D","Processed",6/21/2021 1:32:04,273,"1960-1-1022",4,22.49000,40,,,"No",0,"Biface",0,1
3695,"Davis",1665,"3D","Processed",6/21/2021 1:33:29,273,"1960-1-1117",4,7.42000,40,,,"No",0,"Biface",0,1
3696,"Davis",1666,"3D","Processed",6/21/2021 1:34:53,273,"1960-1-1128",4,17.79000,40,,,"No",0,"Uniface",0,1
3697,"Davis",1667,"3D","Processed",6/21/2021 1:36:18,273,"1960-1-1172",4,8.50000,40,,,"No",0,"Biface",0,1
3698,"Davis",1668,"3D","Processed",6/21/2021 1:37:49,273,"1969-27",2,6.00000,40,,,"No",0,"PPT",0,1
3699,"Davis",1669,"3D","Processed",6/21/2021 1:39:15,273,"1960-1-968",4,19.57000,40,,,"No",0,"PPT",0,1
3701,"Davis",1670,"3D","Processed",6/21/2021 1:40:39,273,"1960-1-969",4,16.32000,40,,,"No",0,"PPT",0,1
3702,"Davis",1671,"3D","Processed",6/21/2021 1:42:06,273,"1969-21",1,14.30000,40,,,"No",0,"PPT",0,1
3703,"Davis",1672,"3D","Processed",6/21/2021 1:43:33,275,"2",5,14.82000,99,,,"No",0,"Haskett point cast-plastic resin",0,1
3704,"Davis",1673,"3D","Processed",6/21/2021 1:45:01,275,"4",5,10.34000,99,,,"No",0,"Haskett point cast-plastic resin",0,1
3705,"Davis",1674,"3D","Processed",6/21/2021 1:46:28,275,"1",5,16.56000,99,,,"No",0,"Haskett point cast-plastic resin",0,1
3706,"Davis",1675,"3D","Processed",6/21/2021 1:47:57,275,"3",5,10.45000,99,,,"No",0,"Haskett point cast-plastic resin",0,1
3707,"Davis",1676,"3D","Processed",6/21/2021 1:49:25,275,"67",5,14.02000,99,,,"No",0,"Haskett U-13-LY-0667 ORB Site; ""UTM 4455652 N	298406 E""",0,1
3708,"Davis",1677,"3D","Processed",6/21/2021 1:50:52,275,"ISO-AT035.1",5,20.90000,99,,,"No",0,"Haskett Hill AFB UTTR 15 UM Playas.  Isolate. Orig wt 20.9, cast 9.97",0,1
3709,"Davis",1678,"3D","Processed",6/21/2021 1:52:17,275,"80",5,130.40000,99,,,"No",0,"UTM 293283 E 4470129 N Zone 12 NAD 27; 293217 E 4470334 N NAD 83; original weight 309.3 g; fine grained volcanic material; collected by David B. Madsen, David N. Schmitt, Boe Hadley, June 1 2004; surface find",0,1
3710,"Davis",1679,"3D","Processed",6/21/2021 1:53:41,273,"1960-1-1173",4,60.52000,40,,,"No",0,,0,1
3711,"Davis",1680,"3D","Processed",6/21/2021 1:55:10,273,"1960-1-773",4,30.75000,40,,,"No",0,,0,1
3712,"Davis",1681,"3D","Processed",6/21/2021 1:56:34,273,"1960-1-951",4,23.79000,40,,,"No",0,,0,1
3713,"Davis",1682,"3D","Processed",6/21/2021 1:58:00,273,"Unknown",4,44.53000,40,,,"No",0,"water weathered with no number",0,1
3714,"Davis",1683,"3D","Processed",6/21/2021 1:59:26,273,"1960-1-347",4,44.58000,40,,,"No",0,,0,1
3715,"Davis",1684,"3D","Processed",6/21/2021 2:00:49,273,"1960-1-675",4,97.84000,40,,,"No",0,,0,1
3716,"Davis",1685,"3D","Processed",6/21/2021 2:02:18,273,"1960-1-958",4,139.09000,40,,,"No",0,,0,1
3717,"Davis",1686,"3D","Processed",6/21/2021 2:03:45,273,"1960-1-1174",4,45.57000,40,,,"No",0,,0,1
3719,"Davis",1688,"3D","Processed",6/21/2021 2:06:35,273,"1960-1-800",4,33.14000,40,,,"No",0,"broken, part 2 of 2; refits with 1687",0,1
3720,"Davis",1689,"3D","Processed",6/21/2021 2:08:01,273,"1960-1-1125",4,43.43000,40,,,"No",0,,0,1
3722,"Davis",1690,"3D","Processed",6/21/2021 2:09:26,273,"1960-1-798 & 800",4,100.01000,40,,,"No",0,"reassembled in MeshLab by AJN;  refits  1687 and 1688",0,1
3723,"Hall",21000,"3D","not yet scanned",,277,"74.189.149.1",,,,,,,0,"via Kristen Hall UDenver",0,1
3725,"Hall",21001,"3D","not yet scanned",,278,"74.192.01.52",,,,,,,0,"via Kristen Hall UDenver",0,1
3726,"Hall",21002,"3D","not yet scanned",,278,"74.192.01.64",,,,,,,0,"via Kristen Hall UDenver",0,1
3727,"Hall",21003,"3D","not yet scanned",,278,"74.192.01.70",,,,,,,0,"via Kristen Hall UDenver",0,1
3728,"Hall",21004,"3D","not yet scanned",,278,"74.192.01.74",,,,,,,0,"via Kristen Hall UDenver",0,1
3729,"Hall",21005,"3D","not yet scanned",,278,"74.192.01.75",,,,,,,0,"via Kristen Hall UDenver",0,1
3730,"Hall",21006,"3D","not yet scanned",,278,"74.192.01.92",,,,,,,0,"via Kristen Hall UDenver",0,1
3731,"Hall",21007,"3D","not yet scanned",,278,"74.192.01.98",,,,,,,0,"via Kristen Hall UDenver",0,1
3732,"Hall",21008,"3D","not yet scanned",,279,"75.608.01.09",,,,,,,0,"via Kristen Hall UDenver",0,1
3733,"Hall",21009,"3D","not yet scanned",,280,"96.83.5.1",,,,,,,0,"via Kristen Hall UDenver",0,1
3791,"Davis",1691,"3D","Processed",6/21/2021 2:10:52,291,"FS#06010302337 #19",3,15.28000,1,,,,0,,0,1
3792,"Davis",1692,"3D","Processed",6/21/2021 2:12:16,291,"FS#06010302337 #2",3,14.63000,1,,,,0,,0,1
3793,"Davis",1693,"3D","Processed",6/21/2021 2:13:40,291,"FS#06010302337 #3",3,19.77000,1,,,,0,,0,1
3794,"Davis",1694,"3D","Processed",6/21/2021 2:15:06,291,"FS#06010302337 #6",3,16.60000,1,,,,0,,0,1
3795,"Davis",1695,"3D","Processed",6/21/2021 2:16:30,291,"FS#06010302337 #7",3,10.48000,1,,,,0,,0,1
3796,"Davis",1696,"3D","Processed",6/21/2021 2:17:54,291,"FS#06010302337 #8",3,21.84000,1,,,,0,,0,1
3797,"Davis",1697,"2.5D","Processed",6/21/2021 2:19:18,291,"FS#06010302337 #9",3,6.28000,1,,,,0,,0,1
3798,"Davis",1698,"3D","Processed",6/21/2021 2:20:42,291,"FS#06010302337 #16",3,15.16000,1,,,,0,,0,1
3799,"Davis",1699,"3D","Processed",6/21/2021 2:22:06,291,"FS#06010302337 #22",3,11.11000,1,,,,0,,0,1
3800,"Davis",1700,"3D","Processed",6/21/2021 2:23:30,291,"FS#06010302337 #23",3,13.17000,1,,,,0,,0,1
3801,"Davis",1701,"3D","Processed",6/21/2021 2:24:54,291,"FS#06010302337 #26",3,8.60000,1,,,,0,,0,1
3802,"Davis",1702,"3D","Processed",6/21/2021 2:26:18,291,"FS#06010302337 #27",3,15.16000,1,,,,0,,0,1
3803,"Davis",1703,"3D","Processed",6/21/2021 2:27:43,291,"FS#06010302337 #28",3,15.60000,1,,,,0,,0,1
3804,"Davis",1704,"3D","Processed",6/21/2021 2:29:06,291,"FS#06010302337 #31",3,10.98000,1,,,,0,,0,1
3805,"Davis",1705,"3D","Processed",6/21/2021 2:30:30,291,"FS#06010302337 #54",3,11.58000,1,,,,0,,0,1
3806,"Davis",1706,"3D","Processed",6/21/2021 2:31:54,291,"FS#06010302337 #62",3,13.86000,1,,,,0,,0,1
3807,"Davis",1707,"3D","Processed",6/21/2021 2:33:18,291,"FS#06010302337 #24",3,10.44000,1,,,,0,,0,1
3808,"Davis",1708,"3D","Processed",6/21/2021 2:34:44,291,"FS#06010302337 #18",3,16.96000,1,,,,0,,0,1
3809,"Davis",1709,"3D","Processed",6/21/2021 2:36:08,291,"FS#06010302337 #20",3,11.30000,1,,,,0,,0,1
3810,"Davis",1710,"3D","Processed",6/21/2021 2:37:32,291,"FS#06010302337 #32a",3,10.11000,1,,,,0,,0,1
3811,"Davis",1711,"3D","Processed",6/21/2021 2:38:56,291,"FS#06010302337 #35",3,2.44000,1,,,,0,,0,1
3812,"Davis",1712,"3D","Processed",6/21/2021 2:40:20,291,"FS#06010302337 #52",3,11.03000,1,,,,0,,0,1
3813,"Davis",1713,"3D","Processed",6/21/2021 2:41:48,291,"FS#06010302337 #36",3,7.46000,1,,,,0,"inverted along length from ply",0,1
3814,"Davis",1714,"3D","Processed",6/21/2021 2:43:11,291,"FS#06010302337 #39",3,6.96000,1,,,,0,,0,1
3815,"Davis",1715,"3D","Processed",6/21/2021 2:44:37,291,"FS#06010302337 #40",3,12.87000,1,,,,0,,0,1
3816,"Davis",1716,"3D","Processed",6/21/2021 2:46:01,291,"FS#06010302337 #12",3,16.21000,1,,,,0,,0,1
3817,"Davis",1717,"3D","Processed",6/21/2021 2:47:24,291,"FS#06010302337 #30",3,15.40000,1,,,,0,,0,1
3818,"Davis",1718,"3D","Processed",6/21/2021 2:48:48,291,"FS#06010302337 #10",3,14.15000,1,,,,0,,0,1
3819,"Davis",1719,"3D","Processed",6/21/2021 2:50:12,291,"FS#06010302337 #29",3,9.87000,1,,,,0,"Right side damage ignored for Procrustes",0,1
3820,"Davis",1720,"3D","Processed",6/21/2021 2:51:36,291,"FS#06010302337 #59",3,11.99000,1,,,,0,,0,1
3821,"Davis",1721,"3D","Processed",6/21/2021 2:53:00,291,"FS#06010302337 #33",3,15.10000,1,,,,0,,0,1
3822,"Davis",1722,"3D","Processed",6/21/2021 2:54:24,291,"FS#06010302337 #55",3,5.59000,1,,,,0,"Procrustes internal landmarks suspect (haft collar)",0,1
3823,"Davis",1723,"3D","Processed",6/21/2021 2:55:48,291,"FS#06010302337 #5",3,12.34000,1,,,,0,,0,1
3824,"Davis",1724,"3D","Processed",6/21/2021 2:57:11,291,"FS#06010302337 #43",3,10.90000,1,,,,0,,0,1
3825,"Davis",1725,"3D","Processed",6/21/2021 2:58:35,291,"FS#06010302337 #50",3,16.53000,1,,,,0,,0,1
3826,"Davis",1726,"3D","Processed",6/21/2021 2:59:59,291,"FS#06010302337 #53",3,15.28000,1,,,,0,,0,1
3827,"Davis",1727,"3D","Processed",6/21/2021 3:01:23,291,"FS#06010302337 #4",3,4.53000,1,,,,0,,0,1
3828,"Davis",1728,"3D","Processed",6/21/2021 3:02:47,291,"FS#06010302337 #51",3,20.88000,1,,,,0,,0,1
3829,"Davis",1729,"3D","Processed",6/21/2021 3:04:10,291,"FS#06010302337 #60",3,13.31000,1,,,,0,,0,1
3830,"Davis",1730,"3D","Processed",6/21/2021 3:05:34,291,"FS#06010302337 #56",3,14.91000,1,,,,0,,0,1
3831,"Davis",1731,"3D","Processed",6/21/2021 3:06:58,291,"FS#06010302337 #57",3,15.30000,1,,,,0,,0,1
3832,"Davis",1732,"3D","Processed",6/21/2021 3:08:22,291,"FS#06010302337 #44",3,14.44000,1,,,,0,,0,1
3833,"Davis",1733,"3D","Processed",6/21/2021 3:09:48,291,"FS#06010302337 #1",3,18.66000,1,,,,0,,0,1
3834,"Davis",1734,"3D","Processed",6/21/2021 3:11:13,291,"FS#06010302337 #32b",3,13.73000,1,,,,0,,0,1
3835,"Davis",1735,"3D","Processed",6/21/2021 3:12:37,291,"FS#06010302337 #34",3,13.46000,1,,,,0,,0,1
3836,"Davis",1736,"3D","Processed",6/21/2021 3:14:01,291,"FS#06010302337 #41",3,14.65000,1,,,,0,,0,1
3837,"Davis",1737,"3D","Processed",6/21/2021 3:15:25,291,"FS#06010302337 #38",3,12.18000,1,,,,0,,0,1
3838,"Davis",1738,"3D","Processed",6/21/2021 3:16:49,291,"FS#06010302337 #13",3,10.41000,1,,,,0,,0,1
3839,"Davis",1739,"3D","Processed",6/21/2021 3:18:13,291,"FS#06010302337 #21",3,13.35000,1,,,,0,,0,1
3840,"Davis",1740,"3D","Processed",6/21/2021 3:19:39,291,"FS#06010302337 #14",3,5.13000,1,,,,0,,0,1
3841,"Davis",1741,"3D","Processed",6/21/2021 3:21:03,291,"FS#06010302337 #42",3,16.85000,1,,,,0,,0,1
3842,"Davis",1742,"3D","Processed",6/21/2021 3:22:26,291,"FS#06010302337 #37",3,3.04000,1,,,,0,,0,1
3843,"Davis",1743,"3D","Processed",6/21/2021 3:23:49,291,"FS#06010302337 #15",3,4.55000,1,,,,0,"Procrustes internal landmarks suspect (haft collar)",0,1
3844,"Davis",1744,"3D","Processed",6/21/2021 3:25:12,291,"FS#06010302337 #17",3,17.19000,1,,,,0,,0,1
3845,"Davis",1745,"3D","Processed",6/21/2021 3:26:32,291,"FS#06010302337 #25",3,4.41000,1,,,,0,,0,1
3846,"Davis",1746,"3D","Processed",6/21/2021 3:27:56,291,"FS#06010302337 #11",3,19.12000,1,,,,0,,0,1
3847,"Davis",1747,"3D","Processed",6/21/2021 3:29:20,291,"FS#06010302337 #58",3,4.11000,1,,,,0,,0,1
3848,"Nyers",12536,"3D","Processed",6/21/2021 9:19:09,292,"NWROSL 2020-26",,,1,,,,0,"Via Alex 'El Jaro"" Santa Barbara, CA",0,1
3849,"Nyers",12537,"3D","Processed",6/21/2021 9:20:33,293,"2020-63",,,1,,,"Rel",0,"via Nyer (2020-63 NWROSL): Kelsey Knox, Roseburg District BLM, 777 NW Garden Valley Rd, Roseburg, OR 97471",0,1
3850,"Davis",1748,"2D","Processed",11/13/2021 11:06:33,294,"BO-20-65_5",,,1,,,,0,"2D test of outline only    Nyers Spec # 1",0,1
3851,"Davis",1749,"2D","Processed",11/13/2021 11:07:08,294,"BO-20-65_9",,,1,,,,0,"2D test of outline only    Nyers Spec # 2",0,1
3852,"Davis",1750,"2D","Processed",11/13/2021 11:07:39,294,"BO-20-65_12",,,1,,,,0,"2D test of outline only    Nyers Spec # 3",0,1
3853,"Davis",1751,"2D","Processed",11/13/2021 11:08:10,294,"BO-20-65_19",,,1,,,,0,"2D test of outline only    Nyers Spec # 4",0,1
3854,"Davis",1752,"2D","Processed",11/13/2021 11:08:41,294,"BO-20-65_28",,,1,,,,0,"2D test of outline only    Nyers Spec # 5",0,1
3855,"Davis",1753,"2D","Processed",11/13/2021 14:28:32,294,"BO-20-65_36",,,1,,,,0,"2D test of outline only    Nyers Spec # 6",0,1
3856,"Davis",1754,"2D","Processed",11/13/2021 11:09:40,294,"BO-20-65_37",,,1,,,,0,"2D test of outline only    Nyers Spec # 7",0,1
3857,"Davis",1755,"2D","Processed",11/13/2021 11:10:12,294,"BO-20-65_46",,,1,,,,0,"2D test of outline only    Nyers Spec # 8",0,1
3858,"Davis",1756,"2D","Processed",11/13/2021 11:28:59,294,"BO-20-65_53",,,1,,,,0,"2D test of outline only    Nyers Spec # 9",0,1
3859,"Davis",1757,"2D","Processed",11/13/2021 11:11:14,294,"BO-20-65_56",,,1,,,,0,"2D test of outline only    Nyers Spec # 10",0,1
3860,"Davis",1758,"2D","Processed",11/13/2021 11:11:44,294,"BO-20-65_64",,,1,,,,0,"2D test of outline only    Nyers Spec # 11",0,1
3861,"Davis",1759,"2D","Processed",11/13/2021 11:12:14,294,"BO-20-65_68",,,1,,,,0,"2D test of outline only    Nyers Spec # 12",0,1
3862,"Davis",1760,"2D","Processed",11/13/2021 11:12:45,294,"BO-20-65_71",,,1,,,,0,"2D test of outline only    Nyers Spec # 13",0,1
3863,"Davis",1761,"2D","Processed",6/30/2021 8:00:19,294,"BO-20-65_76",,,1,,,,0,"2D test of outline only    Nyers Spec # 14",0,1
